Station,Country,ARMS_unit,Date_start,Date_end,Event_ID,Material Samples,Observations,Sequences,Associated Date,Created,Updated
Belgium,Belgium,AJJCD89,2021-02-25,2021-08-19,ARMS_Belgium_AJJCD89_20210225_20210819,0,0,0,18,2021-09-01 11:34:48.606126+00:00,2022-06-28 13:14:27.027045+00:00
Belgium,Belgium,AJJBC89,2021-02-25,2021-08-19,ARMS_Belgium_AJJBC89_20210225_20210819,0,0,0,18,2021-09-01 11:32:59.317224+00:00,2022-06-28 13:14:01.788110+00:00
Belgium,Belgium,AZFPin,2018-07-12,2018-08-18,ARMS_Belgium_AZFPin_20180712_20180818,0,0,0,293,2019-11-11 17:21:05.855663+00:00,2022-03-25 14:18:22.855834+00:00
Belgium,Belgium,CPowerA,2021-06-23,2022-06-22,ARMS_Belgium_CPowerA_20210623_20220622,0,0,0,18,2022-06-28 12:25:10.219076+00:00,2022-06-28 13:12:05.860715+00:00
Belgium,Belgium,CPowerB,2021-06-23,2022-06-22,ARMS_Belgium_CPowerB_20210623_20220622,0,0,0,18,2022-06-28 12:53:36.498552+00:00,2022-06-28 13:12:27.152555+00:00
Belgium,Belgium,CPowerC,2021-06-23,2022-06-22,ARMS_Belgium_CPowerC_20210623_20220622,0,0,0,18,2022-06-28 13:06:15.387311+00:00,2022-06-28 13:12:53.220469+00:00
Vigo,Spain,TorallaA,2020-07-06,2020-10-06,ARMS_Vigo_TorallaA_20200706_20201006,0,0,0,26,2020-07-13 06:09:39.335217+00:00,2020-10-12 17:01:16.262739+00:00
Vigo,Spain,TorallaA,2018-06-07,2018-09-24,ARMS_Vigo_TorallaA_20180607_20180924,0,0,0,25,2019-11-11 13:31:57.866519+00:00,2022-01-24 16:46:36.806088+00:00
Vigo,Spain,TorallaA,2019-06-25,2019-10-14,ARMS_Vigo_TorallaA_20190625_20191014,0,0,0,21,2019-11-11 13:45:27.557124+00:00,2022-01-24 16:53:36.825468+00:00
Vigo,Spain,TorallaB,2020-07-06,2020-10-06,ARMS_Vigo_TorallaB_20200706_20201006,0,0,0,18,2020-07-13 06:12:28.207007+00:00,2020-10-12 17:02:57.063077+00:00
Vigo,Spain,TorallaB,2019-06-25,2019-10-14,ARMS_Vigo_TorallaB_20190625_20191014,0,0,0,18,2019-11-11 13:51:48.708239+00:00,2022-01-24 17:00:34.897800+00:00
Vigo,Spain,TorallaC,2020-07-06,2020-10-06,ARMS_Vigo_TorallaC_20200706_20201006,0,0,0,18,2020-07-13 06:13:27.719940+00:00,2020-12-15 12:56:43.334062+00:00
Vigo,Spain,TorallaC,2019-06-25,2019-10-14,ARMS_Vigo_TorallaC_20190625_20191014,0,0,0,18,2019-11-11 13:52:36.814327+00:00,2022-01-24 17:07:05.820964+00:00
Eilat,Israel,NR,2020-12-27,,ARMS_Eilat_NR_00000000_00000000,0,0,0,0,2020-12-16 23:30:00.723633+00:00,2021-01-05 07:45:13.179404+00:00
Eilat,Israel,NR,2018-10-17,2020-05-24,ARMS_Eilat_NR_20181017_20200524,0,0,0,183,2020-08-04 12:47:40.583198+00:00,2020-12-16 23:28:31.292017+00:00
Eilat,Israel,NR,2020-12-27,,ARMS_Eilat_NR_00000000_00000000,0,0,0,0,2021-01-05 07:45:02.094889+00:00,2021-01-05 07:45:02.245467+00:00
Eilat,Israel,NR,2018-10-17,2020-04-02,ARMS_Eilat_NR_20181017_20200402,0,0,0,151,2019-11-11 21:12:32.840805+00:00,2020-12-16 23:27:41.178752+00:00
Eilat,Israel,Katza,2018-10-24,2020-08-03,ARMS_Eilat_Katza_20181024_20200803,0,0,0,231,2020-08-04 14:49:28.619350+00:00,2020-09-15 07:55:27.100320+00:00
Eilat,Israel,Katza,2018-10-24,2020-07-06,ARMS_Eilat_Katza_20181024_20200706,0,0,0,213,2019-11-11 21:11:41.077814+00:00,2020-09-15 07:54:40.233196+00:00
Gulf_of_Piran,Slovenia,to delete,2020-06-22,2021-05,ARMS_Gulf_of_Piran_to delete_20200622_00000000,0,0,0,0,2020-12-16 21:55:37.521610+00:00,2020-12-16 22:00:41.006363+00:00
Gulf_of_Piran,Slovenia,Fornace,2018-08-15,2018-11-18,ARMS_Gulf_of_Piran_Fornace_20180815_20181118,0,0,0,154,2019-11-11 14:21:25.161279+00:00,2020-04-27 09:48:58.348245+00:00
Gulf_of_Piran,Slovenia,Fornace,2018-08-15,2019-02-15,ARMS_Gulf_of_Piran_Fornace_20180815_20190215,0,0,0,179,2020-03-16 10:50:44.202808+00:00,2020-04-14 06:22:56.176325+00:00
Gulf_of_Piran,Slovenia,Fornace,2019-07-02,2020-01-27,ARMS_Gulf_of_Piran_Fornace_20190702_20200127,0,0,0,127,2020-03-23 15:07:53.856130+00:00,2020-04-22 09:52:19.245844+00:00
Gulf_of_Piran,Slovenia,Fornace,2019-07-02,2020-01-27,ARMS_Gulf_of_Piran_Fornace_20190702_20200127,0,0,0,0,2020-03-23 15:15:01.963808+00:00,2022-03-04 12:31:20.236535+00:00
Gulf_of_Piran,Slovenia,Luka KP,2020-10-22,2021-02-23,ARMS_Gulf_of_Piran_Luka KP_20201022_20210223,0,0,0,0,2021-03-22 21:31:27.321989+00:00,2021-03-22 21:31:27.610302+00:00
Gulf_of_Piran,Slovenia,Luka KP,2020-06-22,2020-10-20,ARMS_Gulf_of_Piran_Luka KP_20200622_20201020,0,0,0,0,2020-12-16 21:53:28.392424+00:00,2021-03-22 21:28:33.755700+00:00
Gulf_of_Piran,Slovenia,Luka KP,2021-02-23,2021-06-22,ARMS_Gulf_of_Piran_Luka KP_20210223_20210622,0,0,0,0,2021-03-22 21:32:30.557592+00:00,2022-03-04 12:34:13.136726+00:00
Gulf_of_Piran,Slovenia,Luka KP,2022-02-28,,ARMS_Gulf_of_Piran_Luka KP_00000000_00000000,0,0,0,0,2022-03-04 12:41:53.284312+00:00,2022-03-04 12:41:53.284496+00:00
Gulf_of_Piran,Slovenia,Luka KP,2021-06-22,2021-10-27,ARMS_Gulf_of_Piran_Luka KP_20210622_20211027,0,0,0,0,2022-03-04 12:40:37.128590+00:00,2022-03-04 12:40:37.128713+00:00
Gulf_of_Piran,Slovenia,Luka KP,2021-10-27,2022-02-28,ARMS_Gulf_of_Piran_Luka KP_20211027_20220228,0,0,0,0,2022-03-04 12:41:07.250871+00:00,2022-03-04 12:41:20.179452+00:00
Gulf_of_Piran,Slovenia,Boja Vida,2019-07-11,2020-01-31,ARMS_Gulf_of_Piran_Boja Vida_20190711_20200131,0,0,0,145,2020-03-23 15:19:43.248985+00:00,2020-04-22 09:52:22.304798+00:00
Gulf_of_Piran,Slovenia,Boja Vida,2019-07-11,2020-06-11,ARMS_Gulf_of_Piran_Boja Vida_20190711_20200611,0,0,0,0,2020-03-23 15:21:12.987245+00:00,2021-03-22 21:23:41.057785+00:00
Gulf_of_Piran,Slovenia,Boja Vida,2020-06-11,2021-07-28,ARMS_Gulf_of_Piran_Boja Vida_20200611_20210728,0,0,0,0,2021-03-22 21:24:52.663327+00:00,2022-03-04 11:14:47.155410+00:00
Gulf_of_Piran,Slovenia,Boja Vida,2021-07-28,,ARMS_Gulf_of_Piran_Boja Vida_00000000_00000000,0,0,0,0,2022-03-04 11:15:46.253227+00:00,2022-03-04 11:15:46.253332+00:00
Nuuk,Greenland,1,2020-08-01,2022-08,ARMS_Nuuk_1_20200801_00000000,0,0,0,0,2019-11-25 07:25:09.865719+00:00,2021-11-08 08:32:58.228249+00:00
Nuuk,Greenland,2,2020-08-01,2022-08,ARMS_Nuuk_2_20200801_00000000,0,0,0,0,2019-11-25 07:27:57.949964+00:00,2021-11-08 08:33:25.191354+00:00
Nuuk,Greenland,3,2020-08-01,2022-08,ARMS_Nuuk_3_20200801_00000000,0,0,0,0,2019-11-25 07:28:46.980306+00:00,2021-11-08 08:34:47.658735+00:00
Daneborg,Greenland,2,2020-07-22,2021-08,ARMS_Daneborg_2_20200722_00000000,0,0,0,0,2019-11-25 07:38:02.829005+00:00,2021-11-08 08:31:25.190209+00:00
Daneborg,Greenland,3,2020-07-22,2022-08,ARMS_Daneborg_3_20200722_00000000,0,0,0,0,2019-11-25 07:39:02.684832+00:00,2021-11-08 08:31:59.126297+00:00
Daneborg,Greenland,1,2020-07-22,2022-08,ARMS_Daneborg_1_20200722_00000000,0,0,0,0,2019-11-25 07:37:00.501680+00:00,2021-11-08 08:30:01.886937+00:00
Getxo,Spain,G2,2019-06-24,2019-10-16,ARMS_Getxo_G2_20190624_20191016,0,0,0,121,2019-11-11 22:50:09.684490+00:00,2020-12-18 20:48:01.486372+00:00
Getxo,Spain,G2,2020-06-24,2020-11-03,ARMS_Getxo_G2_20200624_20201103,0,0,0,231,2020-09-16 10:19:01.444333+00:00,2020-12-29 09:10:23.047649+00:00
Getxo,Spain,G1,2019-06-24,2019-10-16,ARMS_Getxo_G1_20190624_20191016,0,0,0,134,2019-11-11 22:48:16.636072+00:00,2020-12-18 20:47:26.317158+00:00
Getxo,Spain,G1,2020-06-24,2020-11-03,ARMS_Getxo_G1_20200624_20201103,0,0,0,236,2020-09-16 10:15:07.120078+00:00,2020-12-29 09:09:06.833033+00:00
Getxo,Spain,G3,2019-06-24,2019-10-16,ARMS_Getxo_G3_20190624_20191016,0,0,0,222,2019-11-11 23:04:00.481637+00:00,2020-12-18 20:48:41.219508+00:00
Getxo,Spain,G3,2020-06-24,2020-11-03,ARMS_Getxo_G3_20200624_20201103,0,0,0,255,2020-09-16 10:20:38.041221+00:00,2020-12-29 09:11:18.152237+00:00
Gdynia,Poland,GDY1,2019-06-19,2019-10-29,ARMS_Gdynia_GDY1_20190619_20191029,0,0,0,154,2019-12-05 13:24:02.938238+00:00,2019-12-09 13:21:22.882230+00:00
Gdynia,Poland,GDY1,2020-06-10,2021-09,ARMS_Gdynia_GDY1_20200610_00000000,0,0,0,0,2020-11-06 19:12:19.371356+00:00,2020-11-06 19:12:19.585417+00:00
Gdynia,Poland,GDY1,2018-08-13,2019-10-29,ARMS_Gdynia_GDY1_20180813_20191029,0,0,0,118,2019-11-11 17:09:04.987085+00:00,2021-12-09 14:15:54.521665+00:00
Crete,Greece,2UBPC,2022-05,2024-05,ARMS_Crete_2UBPC_00000000_00000000,0,0,0,0,2021-12-03 10:18:34.072665+00:00,2022-04-26 13:03:40.840571+00:00
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,0,0,0,164,2019-11-11 20:44:41.630977+00:00,2022-01-10 20:44:33.641086+00:00
Crete,Greece,2UBPC,2020-11-20,2022-05,ARMS_Crete_2UBPC_20201120_00000000,0,0,0,0,2020-12-16 23:19:20.662107+00:00,2022-04-26 13:02:55.755201+00:00
Crete,Greece,1HERP,2019-06-12,2019-10-11,ARMS_Crete_1HERP_20190612_20191011,0,0,0,156,2019-11-11 20:42:37.992002+00:00,2021-11-23 19:57:16.545877+00:00
Crete,Greece,1HERP,2019-06-12,2020-06-18,ARMS_Crete_1HERP_20190612_20200618,0,0,0,175,2019-11-14 12:06:28.965224+00:00,2022-01-10 18:46:38.139249+00:00
Crete,Greece,1HERP,2020-09-03,2021-06-25,ARMS_Crete_1HERP_20200903_20210625,0,0,0,177,2020-12-16 23:11:43.243463+00:00,2022-01-10 19:53:31.311988+00:00
Crete,Greece,1HERP,2020-09-03,2021-01-22,ARMS_Crete_1HERP_20200903_20210122,0,0,0,163,2020-12-16 23:11:09.937808+00:00,2022-01-10 19:20:30.534402+00:00
Crete,Greece,1HERP,2020-09-03,2021-10-12,ARMS_Crete_1HERP_20200903_20211012,0,0,0,171,2020-12-16 23:12:20.347368+00:00,2022-01-10 20:10:03.953027+00:00
Crete,Greece,1HERP,2018-09-28,2019-01-28,ARMS_Crete_1HERP_20180928_20190128,0,0,0,140,2019-11-11 20:41:50.503637+00:00,2021-11-23 19:57:32.586284+00:00
Crete,Greece,1HERP,2019-06-12,2020-02-10,ARMS_Crete_1HERP_20190612_20200210,0,0,0,157,2019-11-14 12:05:25.104508+00:00,2021-11-23 19:56:03.524580+00:00
Galway,Ireland,Gurr3,2020-07-23,2021-07-08,ARMS_Galway_Gurr3_20200723_20210708,0,0,0,21,2020-05-13 19:14:19.657533+00:00,2021-08-18 11:25:53.702920+00:00
Galway,Ireland,Gurr3,2021-07-20,2022-07,ARMS_Galway_Gurr3_20210720_00000000,0,0,0,0,2021-08-18 11:10:42.234965+00:00,2021-08-18 11:26:27.505915+00:00
Galway,Ireland,Gurr2,2020-07-21,2021-07-07,ARMS_Galway_Gurr2_20200721_20210707,0,0,0,21,2020-05-13 19:13:34.067122+00:00,2021-08-18 11:24:31.251442+00:00
Galway,Ireland,Gurr2,2021-07-20,2022-07,ARMS_Galway_Gurr2_20210720_00000000,0,0,0,0,2021-08-18 11:06:25.356816+00:00,2021-08-18 11:25:04.520984+00:00
Galway,Ireland,Gurr1,2020-07-21,2021-07-08,ARMS_Galway_Gurr1_20200721_20210708,0,0,0,21,2020-05-13 18:44:07.364382+00:00,2021-08-18 11:23:49.346314+00:00
Galway,Ireland,Gurr1,2021-07-20,2022-07,ARMS_Galway_Gurr1_20210720_00000000,0,0,0,0,2021-08-18 10:59:12.339779+00:00,2021-08-18 11:18:37.015123+00:00
Galway,Ireland,Gurr4,2020-07-23,2020-10,ARMS_Galway_Gurr4_20200723_00000000,0,0,0,0,2020-09-14 12:54:28.057112+00:00,2020-09-14 13:04:39.140666+00:00
Laeso,Denmark,3,2019-08-19,2020-08-11,ARMS_Laeso_3_20190819_20200811,0,0,0,21,2019-11-11 22:24:15.879744+00:00,2020-09-02 13:12:31.971743+00:00
Laeso,Denmark,3,2020-08-11,2021-08,ARMS_Laeso_3_20200811_00000000,0,0,0,0,2020-09-01 12:51:42.198999+00:00,2020-09-01 12:51:42.316914+00:00
Laeso,Denmark,1,2019-08-19,2020-08-11,ARMS_Laeso_1_20190819_20200811,0,0,0,27,2019-11-11 22:23:02.772975+00:00,2020-09-18 09:31:19.179515+00:00
Laeso,Denmark,1,2020-08-11,2021-08,ARMS_Laeso_1_20200811_00000000,0,0,0,0,2020-09-01 12:41:48.063233+00:00,2020-09-01 12:43:08.587582+00:00
Laeso,Denmark,2,2020-08-11,2021-08,ARMS_Laeso_2_20200811_00000000,0,0,0,0,2020-09-01 12:46:08.689248+00:00,2020-09-01 12:55:24.562048+00:00
Laeso,Denmark,2,2019-08-19,2020-08-11,ARMS_Laeso_2_20190819_20200811,0,0,0,21,2020-04-29 07:35:09.156799+00:00,2020-09-02 13:12:10.221979+00:00
Limfjord,Denmark,Green33,2019-06-18,2019-10-29,ARMS_Limfjord_Green33_20190618_20191029,3,0,376,28,2019-11-11 22:03:28.583172+00:00,2020-04-08 21:16:14.453541+00:00
Limfjord,Denmark,Green33,2020-11-10,2021-10,ARMS_Limfjord_Green33_20201110_00000000,0,0,0,0,2020-12-16 23:51:11.602749+00:00,2020-12-16 23:51:11.768198+00:00
Limfjord,Denmark,Green33,2019-10-29,2020-11-10,ARMS_Limfjord_Green33_20191029_20201110,0,0,0,24,2019-11-11 22:04:15.635797+00:00,2020-12-19 20:00:09.226944+00:00
Limfjord,Denmark,Red2,2019-06-18,2019-10-29,ARMS_Limfjord_Red2_20190618_20191029,3,0,224,56,2019-11-11 22:08:00.914347+00:00,2020-04-08 21:16:58.528429+00:00
Limfjord,Denmark,Red2,2020-11-10,2021-10,ARMS_Limfjord_Red2_20201110_00000000,0,0,0,0,2020-12-16 23:51:53.901665+00:00,2020-12-16 23:51:54.113461+00:00
